smiles,±Í«©,Caspase-3/7 HepG2,CYP1A2 Antag,CYP2C19 Antag,CYP2C9 Antag,CYP3A4 Antag,CYP3A7 Antag,ARE Agon,Mito Membrane Disrupt,ER Stress,ER-beta Agon,PPARg Agon,RAR Agon,ERR Antag,GR Antag,PPARd Antag,PPARg Antag,TR Antag,MDR-1,HPGD Inhib
CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,1,0,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,,0
CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,1,,,,,,,,,,,,,,,,,,,
CC(CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F,0,,,,,,,,,,,,,,,,,,,
CC(C)C1=C(C(=CC=C1)C(C)C)OCOP(=O)(O)O,1,,,,,,,,,,,,,,,,,,,
CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,1,0,0,0,1,1,1,0,0,0,0,,0,,,,0,1,,
CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C.C(CO)N.C(CO)N,1,,,,,,,,,,,,,,,,,,,
C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,
CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4.Cl,1,0,0,1,1,1,,0,0,,0,0,0,0,1,0,0,0,,
CCC(C1=CC(=CC=C1)O)C(C)CN(C)C,0,,,,,,,,,,,,,,,,,,,
CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,1,1,0,1,1,0,1,0,1,1,,,,1,,,,,,
CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C,0,,,,,,,,,,,,,,,,,,,
CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,1,0,0,0,1,1,1,,0,0,0,,0,1,,1,1,1,,
CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,0,,,,,,,,,,,,,,,,,,,
CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],1,,,,,,,,,,,,,,,,,,,
CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,1,0,1,1,1,0,1,,0,,0,1,0,0,0,,1,0,,
CC1=C2CCC(=O)N(C2=NC(=N1)C)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,1,,,,,,1,,,,,,,,,,,,,
C1=CC=C2C(=C1)C(C(=O)N2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,1,0,0,1,1,1,1,0,0,0,0,,,,1,,,,,
C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,1,,,,,,,,0,,,1,,,0,,,0,,0
CC1=CC(=C(C2=C1C=CC=N2)O)Br,1,,,,,,,,,,,,,,,,,,,
CCCCN1C(=O)C(NC(=O)C12CCN(CC2)CC3=CC=C(C=C3)OC4=CC=C(C=C4)C(=O)O)C(C5CCCCC5)O,1,,,,,,,,,,,,,,,,,,,
CN(C)CCCC1C2=CC=CC=C2NC3=C1C=C(C=C3)Cl,1,,,,,,,,,,,,,,,,,,,
CC(C)NC1=NC=CC=N1,1,,,,,,,,,,,,,,,,,,,
C1CN(CCC1C(=O)N)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,1,,,,,,,,,,,,,,,,,,,
CCOC1C(CC(=O)O1)NC(=O)C2CCCN3N2C(=O)C(CCC3=O)NC(=O)C4=NC=CC5=CC=CC=C54,1,,,,,,,,,,,,,,,,,,,
C1=CC(=CC=C1N)S(=O)(=O)NC(=O)N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
CC(=O)N1C2=CC=CC=C2C(C1=O)(C3=CC=C(C=C3)OC(=O)C)C4=CC=C(C=C4)OC(=O)C,1,,,,,,,,,,,,,,,,,,,
COC1=CC=CC2=C1C3CN(CC3CO2)CCCCN4C(=O)C5=C(C6=NC(=CN=C6S5)C7=CC=CC=C7)NC4=O,1,,,,,,,,,,,,,,,,,,,
CON=C(C1=CC=C(C=C1)C2=CC=C(O2)C3=CC=C(C=C3)C(=NOC)N)N,1,,,,,,,,,,,,,,,,,,,
CC(COC1=CC=CC=C1)NN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
C1=C(NC=N1)CCN.OP(=O)(O)O.OP(=O)(O)O,0,,,,,,,,,,,,,,,,,,,
CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,0,,,,,,,,,,,,,,,,,,0,0
CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,0,,,,,,,,,,,,,,,,,,,
CC(CC1=CC=CC=C1)NC,0,,,,,,,,,,,,,,,,,,,
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,0,,,,,,,,,,,,,,,,,,,
CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,0,,,,,,,,,,,,,,,,,,,
CC(C[N+](C)(C)C)OC(=O)N,0,,,,,,,,,,,,,,,,,,,
CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)CCC34C)C)O,0,0,0,0,,0,,0,0,0,0,0,0,0,1,0,0,0,,0
C1=CC(=C(C=C1C(CN)O)O)O,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,0,,,0,0,1,1,0,0,0,0,0,0,,0,,0,,,0
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
CNCC(C1=CC(=C(C=C1)O)O)O,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,,0,,0
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,0,,,,,,,,,,,,,,,,,,,
C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N,0,,,,,,,,,,,,,,,,,,,
CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,0,,,,,,,,,,,,,,,,,,,
CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,0,,,,,,,,,,,,,,,,,,,0
CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,
CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C,0,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,,
C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O,0,0,,0,,,,0,0,0,0,0,0,0,1,0,1,,0,0
CC1(C2CCC(C2)C1(C)NC)C,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,
CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,
C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,0,,,,,,,,,,,,,,,,,,,
CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,0,,,,,,,,,,,,,,,,,,,
CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,1,0,0,,1,1,1,,0,0,0,0,0,,0,,0,0,,0
C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,0,,,,,,0,,0,,,,,,0,,,0,1,0
CC(C)(CC1=CC=CC=C1)N,1,,,,,,0,,,,,,,,,,,,,
CCN(CC)C(C)C(=O)C1=CC=CC=C1,0,,,,,,,,,,,,,,,,,,,
CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2,0,,,,,,,,,,,,,,,,,,,
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,0,,,,,,,,,,,,,,,,,,,
CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,0,,,,,,,,,,,,,,,,,,,
C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,0,,,,,,,,,,,,,,,,,,,
C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,1,0,0,,,1,1,0,0,0,0,0,0,0,0,,0,0,0,0
CC1C(OCCN1C)C2=CC=CC=C2,0,,,,,,,,,,,,,,,,,,,
CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,0,,,,,,,,,,,,,,,,,,,
C1CCCN(CCC1)CCN=C(N)N,0,,,,,,,,,,,,,,,,,,,0
CCC1(CC(=O)NC1=O)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2,0,,,,,,,,,,,,,,,,,,,
C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,,0
CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0
CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C,1,,,,,,,,,,,,,,,,,,,
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,0,0,,1,,0,,0,0,0,0,0,0,,,0,1,,,0
CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,0,,,,,,,,,,,,,,,,,,,0
CC(C)C(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)N3CCCC3C(=O)O)NC(=O)C4CCCN4C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC8=CNC=N8)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C(CO)N,0,,,,,,,,,,,,,,,,,,,
CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4,0,,,,,,,,,,,,,,,,,,,0
CNC1(CCCCC1=O)C2=CC=CC=C2Cl,1,,,,,,,,0,,,0,,,0,,,0,,0
CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C,0,,,,,,0,,,,,,,,,,,,,
CC(C)(C)OC(=O)NCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,,
CC(CC1=CC=CC=C1)N,0,,,,,,,,,,,,,,,,,,,
CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,1,,,,,,,,,,,,,,,,,,,
CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N1)CC(=O)N)CO)N)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC2=CN=CN2)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N4CCCC4C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N)C(C)O)CO,0,,,,,,,,,,,,,,,,,,,
C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0,0,0,0,0,0,0,,0,0,0,,0,0,,,0,,,0
C1C(O1)CCl.C(CNCCNCCNCCN)N,0,,,,,,,,,,,,,,,,,,,
C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0
C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,0,0,0,1,1,0,,,0,0,0,,0,0,,,1,0,,0
CC(CC1=CC=C(C=C1)O)(C(=O)O)N,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
CCCCCC(C)(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O.C(C(CO)(CO)N)O,0,,,,,,,,,,,,,,,,,,,
CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,0,,,,,,,,,,,,,,,,,,,0
CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,0,,,,,,,,,,,,,,,,,,,
CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,0,,,,,,,,,,,,,,,,,,,
CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C,0,,,,,,,,,,,,,,,,,,,
C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C,0,,,,,,,,,,,,,,,,,,,
CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4,0,,,,,,,,,,,,,,,,,,,
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,0,,,,,,,,,,,,,,,,,,,
C1CC(CCC1CN)C(=O)O,0,,,,,,,,0,,,0,,,0,,,0,1,0
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,0,,,,,,,,,,,,,,,,,,,
CCCCCCCCC=CCCCCCCCC(=O)O.C(CO)N,0,,,,,,,,,,,,,,,,,,,
[Cl-].[Rb+],0,,,,,,,,,,,,,,,,,,,
CC(C12CC3CC(C1)CC(C3)C2)N,0,,,,,,,,,,,,,,,,,,,0
C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,
C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CCC=CCCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C,0,,,,,,,,0,,,0,,,0,,,0,,
CC(=O)[O-].CC(=O)[O-].[Ca+2],0,,,,,,,,,,,,,,,,,,,
CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3],0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,1,,,,,,,,,,,,,,,,,,,
CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,
CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,0,,,,,,,,,,,,,,,,,,,
CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,0,,,,,,,,,,,,,,,,,,,
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,0,,,,,,,,,,,,,,,,,,,
C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-],0,,,,,,,,,,,,,,,,,,,0
C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,1,,,,,,,,,,,,,,,,,,,0
CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,1,,,,,,,,,,,,,,,,,,,
C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54,0,,,,,,,,,,,,,,,,,,,
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,1,,,,,,,,,,,,,,,,,,,
CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,1,,,,,,,,,,,,,,,,,,,
CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C,0,,,,,,,,,,,,,,,,,,,
CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
CCCNC1CCC2=C(C1)SC(=N2)N,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,
C1C(C(C(C(N1CCO)CO)O)O)O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,0,0,0,1,1,1,1,,0,0,0,0,0,,,0,0,,,
C1=CC(=CC=C1SC(P(=O)(O)O)P(=O)(O)O)Cl,0,,,,,,,,,,,,,,,,,,,
C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,,
CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O,0,,,,,,,,,,,,,,,,,,,
CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,1,,,,,,1,,0,,,,,,0,,,0,,0
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,,0,,0
CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,0,,,,,,,,,,,,,,,,,,,
CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,0,0,0,1,,1,,0,0,0,0,0,0,0,0,0,0,,,0
CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,1,,,,,,,,,,,,,,,,,,,0
CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,1,,,,,,,,,,,,,,,,,,,
C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,1,0,,1,1,1,1,0,0,0,0,0,0,1,0,,0,,,
C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,0,,,,,,,,,,,,,,,,,,,
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,,,
COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,1,,,,,,,,,,,,,,,,,,,
CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,0,,,,,,,,0,,,0,,,0,,,0,,0
CCC(C)C(C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C5CCCN5C(=O)C(CC6=CC=CC=C6)N,0,,,,,,,,,,,,,,,,,,,
C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,0,0,0,0,0,0,0,1,0,,0,,,1,1,,0,,,0
CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C,0,,,,,,,,,,,,,,,,,,,
C1=C(C(=O)NC(=O)N1)F,1,0,1,1,,,0,,0,0,0,0,0,1,0,0,0,,,0
CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,1,,,,,,1,,,,,,,,,,,,,0
CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO,1,,,,,,,,,,,,,,,,,,,
CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,1,,,,,,,,,,,,,,,,,,,
C=CCN.C1C(O1)CCl,0,,,,,,,,,,,,,,,,,,,
CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O,0,,,,,,,,,,,,,,,,,,,
CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,0,0,0,0,0,,1,0,0,0,0,0,0,0,,0,0,0,,
CC(=O)NC(CS)C(=O)O,0,0,0,1,0,0,0,,0,,0,0,,0,0,0,0,0,,0
CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC,1,,,,,,,,0,,,,,,,,,,,
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0
CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,0
CNC1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N,0,,,,,,,,,,,,,,,,,,,
CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,0,,,,,,,,,,,,,,,,,,,
C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,1,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,,0
CCC(C(=O)N)N1CCCC1=O,1,,,,,,,,,,,,,,,,,,,
CCCN(CCC)C(=O)CC1=C(N=C2N1C=C(C=C2)Cl)C3=CC=C(C=C3)Cl,1,0,1,,1,1,1,,0,0,0,0,0,,0,0,1,1,,
CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,1,1,0,0,,,1,,0,1,,1,1,1,,,,,,
C(C(F)(F)F)(C(F)(F)F)(F)F,0,,,,,,,,,,,,,,,,,,,
C(CN)CNCCSP(=O)(O)O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,
CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C,1,,,,,,,,,,,,,,,,,,,
C(CCC(=O)O)CCN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0
C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,1,0,0,,1,0,1,0,0,0,0,0,0,0,1,,1,,1,
CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,1,,,,,,0,,0,,,0,,,0,,,0,,
CCCCCCCCCCNCC=C.C[N+](C)(C)CCCCCCNCC=C.C=CCN.C1C(O1)CCl.Cl.[Cl-],0,,,,,,,,,,,,,,,,,,,
CON=C1CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F,1,,,,,,,,,,,,,,,,,,,
C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,1,1,0,0,,1,1,0,0,0,0,0,,0,0,1,,,,0
CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,0,,,,,,,,,,,,,,,,,,,
CC1=C(SC=N1)C=CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,0,,,,,,,,,,,,,,,,,,,
C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,1,,,,,,,,0,,,0,,,0,,,0,,0
